,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
ALKBH4,0.060056554,5.286327339,0.773364038,0.446440011,0.649907104,-6.224294674,unchanged
OR6C4,-0.060049705,2.494676575,-0.745538184,0.462785481,0.664004374,-6.245308294,unchanged
GBGT1,0.060006724,6.430174516,0.797514707,0.432539637,0.638267253,-6.205462065,unchanged
HSD17B3,0.059976119,3.081393684,0.986927888,0.332980059,0.552734929,-6.038904,unchanged
UBE2B,0.059973638,5.802730367,0.920813134,0.365805312,0.58136213,-6.100801971,unchanged
SLFN14,0.05996704,2.766377204,0.630961562,0.533698597,0.718584434,-6.324032027,unchanged
BBS1,-0.059959912,5.251563825,-0.656231118,0.517572477,0.706969297,-6.307756054,unchanged
XRRA1,0.059956375,4.880352794,0.583967525,0.564389119,0.741029901,-6.352652034,unchanged
NUP133,0.059953113,6.701973663,0.779435699,0.442920196,0.646865954,-6.219611886,unchanged
PDAP1,-0.059937808,7.282528351,-1.306604761,0.20304616,0.415109726,-5.684974118,unchanged
TCEANC,-0.059935054,3.083606708,-0.504389732,0.618332107,0.777426491,-6.396190914,unchanged
C1orf144,-0.059867435,8.351079183,-0.970623075,0.340882278,0.559504323,-6.05453884,unchanged
KBTBD5,0.059866531,2.390655097,0.64264605,0.526208651,0.713220387,-6.316582948,unchanged
KLC2,-0.059848769,7.398837517,-0.806902262,0.427208872,0.634203888,-6.197993159,unchanged
TRIM63,-0.059845584,2.516246247,-1.390155061,0.176536461,0.382224072,-5.578170881,unchanged
OPA1,-0.059836776,6.71636156,-0.974843881,0.338824524,0.557639747,-6.050514606,unchanged
UGT3A2,-0.059835224,3.6524255,-0.13836905,0.891039135,0.944878744,-6.515220417,unchanged
POLE4,-0.059802263,7.62626819,-0.536319713,0.596400606,0.762635146,-6.379468373,unchanged
OR52N1,0.059796221,2.521858288,0.980825658,0.335922749,0.555357913,-6.044783715,unchanged
WDR45,0.059789711,6.801868153,0.847244439,0.40476598,0.61535256,-6.164954292,unchanged
IFNG,0.05978726,2.57885685,0.555921642,0.583125317,0.7534181,-6.368705703,unchanged
FAM188B,0.059787202,5.448869675,0.541305861,0.59300995,0.760320916,-6.376766444,unchanged
ZCRB1,0.059754717,6.618000419,0.914004385,0.36930367,0.585034341,-6.106949317,unchanged
TUBAL3,-0.059692796,3.435380214,-0.676724142,0.50469331,0.697831353,-6.294103501,unchanged
GDF9,-0.059675326,2.451344502,-0.454930821,0.65302084,0.79961423,-6.420106415,unchanged
PPAT,0.059612065,5.938840204,0.468333836,0.643537211,0.79331721,-6.413864711,unchanged
CCDC114,0.059604518,4.577340861,0.486313878,0.630911257,0.785158805,-6.405211989,unchanged
CDH2,0.059602229,7.567976077,0.115835901,0.9086929,0.952606399,-6.518132473,unchanged
DUSP15,0.059596988,6.779242305,0.789509183,0.437117706,0.642076377,-6.211765785,unchanged
TMEM8B,0.059586496,5.751466228,0.52449445,0.604479162,0.767915111,-6.38577861,unchanged
SYP,0.059580313,4.251536892,0.967538516,0.342391436,0.56054933,-6.057469507,unchanged
PRDX4,0.059578963,8.300047798,0.514043895,0.611661617,0.772466865,-6.391240706,unchanged
ARF3,-0.059538223,7.544403856,-1.049022203,0.304040332,0.523088134,-5.977165759,unchanged
HMOX1,0.059498045,7.783446759,0.278109885,0.783177784,0.881164217,-6.485670692,unchanged
CARD14,0.059473016,6.154360243,1.330123548,0.195289871,0.405724772,-5.655488836,unchanged
SAMD10,-0.059461237,5.928508034,-0.899722172,0.376713298,0.591509128,-6.11970546,unchanged
C20orf202,-0.059436366,3.634452518,-0.564884195,0.577104486,0.749505449,-6.363659165,unchanged
OR5K3,0.059430581,4.761141415,0.837624081,0.410049028,0.619451162,-6.172971435,unchanged
SIRPB1,-0.059415622,6.062064874,-1.317397379,0.199457797,0.4104565,-5.671500279,unchanged
DNAH14,0.059406374,3.78707593,0.392568823,0.697910699,0.829955448,-6.4467995,unchanged
ARHGEF1,0.059357254,7.527094596,1.126338486,0.270544265,0.488399909,-5.895493663,unchanged
OR10X1,-0.059318807,2.654538648,-0.688162778,0.49758308,0.692515484,-6.286307083,unchanged
MST1,0.059286269,7.423168149,0.911177508,0.370762587,0.586271465,-6.10948906,unchanged
C8orf37,-0.05927191,5.051334967,-0.5249842,0.604143552,0.767720882,-6.385519999,unchanged
KLHL18,0.059240282,5.536990745,0.638401491,0.528922885,0.714730738,-6.319304233,unchanged
TDRD6,-0.059217095,2.382236251,-0.957457714,0.347355128,0.564438274,-6.066986991,unchanged
ZNF761,0.059154157,4.49005007,0.929393223,0.36142815,0.577432038,-6.092994689,unchanged
CHRNA3,0.059109562,3.002400127,0.801593422,0.430218522,0.636531555,-6.202227164,unchanged
C17orf104,-0.059077985,1.982665067,-1.407028871,0.171529355,0.375972744,-5.555911668,unchanged
CAPRIN2,0.059068301,6.091802817,0.527158011,0.602654983,0.766718268,-6.384369274,unchanged
C10orf46,-0.059056889,6.025351668,-0.998164576,0.327607634,0.547024697,-6.0279889,unchanged
BTBD16,-0.059035193,4.112953428,-0.436595206,0.666091244,0.808246864,-6.428356386,unchanged
GDF2,-0.059012475,3.272568597,-0.586914962,0.562438027,0.739228563,-6.350920244,unchanged
COX4NB,-0.058997794,6.858623902,-0.638264548,0.529010581,0.714747129,-6.319391739,unchanged
PRDM10,0.058982665,5.118945931,0.754270849,0.457617973,0.659728857,-6.238792698,unchanged
CLEC17A,0.058979215,4.681281311,0.950772464,0.350673515,0.567251632,-6.0732476,unchanged
ZNF132,0.058954459,4.969856165,0.656760635,0.517237438,0.706593106,-6.307408388,unchanged
POLDIP3,-0.058949615,7.992287422,-0.996881592,0.328218016,0.547660075,-6.029240937,unchanged
FNBP1,0.058943215,6.382288469,0.452774741,0.654552046,0.800423336,-6.421093849,unchanged
CDH9,0.058923694,4.135260975,0.984143884,0.334320401,0.554111689,-6.04159067,unchanged
ANAPC13,0.058922314,9.523254487,0.825764567,0.416621201,0.625103101,-6.182735446,unchanged
ATP6V1C1,0.058915403,6.558783563,0.735515598,0.468758596,0.668509958,-6.252696869,unchanged
ZPBP2,0.05891176,2.298103906,0.845786204,0.40556399,0.615751259,-6.166175074,unchanged
KLHL14,0.058898868,3.79773283,0.647797315,0.522924772,0.710617928,-6.313256925,unchanged
PLEKHM1,-0.058892256,8.089227549,-0.596296994,0.556250552,0.734099706,-6.345351315,unchanged
CDK11A,0.058888298,7.101918456,0.67751755,0.504198303,0.697615948,-6.293566789,unchanged
SIVA1,-0.058886741,7.065386904,-0.848230749,0.404226793,0.614836037,-6.164127464,unchanged
PCDHA8,-0.058886255,2.763214058,-0.737703947,0.467450569,0.667392953,-6.251091802,unchanged
CUTA,0.058874569,10.06093031,0.644582866,0.524972641,0.712156497,-6.315335415,unchanged
ATP2B3,0.058860093,4.395814739,1.18702362,0.246193938,0.462305835,-5.82772484,unchanged
FBXW2,-0.05884734,5.98556305,-0.500792385,0.620826267,0.77870722,-6.398011953,unchanged
IFLTD1,0.058846763,2.647720767,1.043846815,0.30638268,0.525111333,-5.982443534,unchanged
PEX5,-0.058843513,7.39643844,-0.580992086,0.566362243,0.742273602,-6.354391672,unchanged
PLXNA4,0.058841506,3.453754965,0.562287632,0.578845599,0.750591947,-6.365129306,unchanged
IWS1,0.058839384,6.874795975,0.881852489,0.386120026,0.598144001,-6.135400463,unchanged
HABP4,0.058831413,6.24341441,0.398093264,0.693885446,0.827032202,-6.444591299,unchanged
ST14,-0.05883001,7.25960057,-0.906403594,0.373234942,0.588486208,-6.113761363,unchanged
CCR3,-0.058812945,2.793767288,-0.570976845,0.573029386,0.746970293,-6.36018367,unchanged
SLC5A8,-0.05880144,2.091458771,-1.143198465,0.263609537,0.480827343,-5.876986268,unchanged
XCR1,0.058778176,7.000643399,0.540311497,0.593685385,0.760770367,-6.377307227,unchanged
CRY1,0.058756401,5.417889542,0.222260907,0.825886971,0.906426899,-6.49985084,unchanged
EPHA8,0.058746145,5.190117647,0.753305566,0.458187481,0.660356618,-6.239516477,unchanged
EIF2B1,0.058697524,7.594207881,0.88251981,0.385766032,0.59784632,-6.134819665,unchanged
ARSD,0.058695701,5.528670366,0.431427803,0.669794519,0.810772963,-6.430621066,unchanged
HES2,0.058677463,6.442560368,1.032232535,0.311685277,0.531721697,-5.994200486,unchanged
ARL2,-0.05864329,7.268970535,-0.992972975,0.330082364,0.549777625,-6.033046106,unchanged
PI4KB,-0.058622946,8.539533608,-1.120087916,0.273148605,0.491036124,-5.902291921,unchanged
POTEB,0.058598166,2.423744741,0.566778721,0.575835773,0.748910862,-6.362582342,unchanged
PCYT1A,0.058589025,7.449782858,0.67273928,0.507183565,0.699602347,-6.29678995,unchanged
FAM19A4,0.058587492,2.028324736,0.790207867,0.43671698,0.641742921,-6.211218034,unchanged
PDPR,-0.05856437,6.322638811,-0.395266941,0.695943645,0.828885824,-6.445724829,unchanged
ARL6IP4,-0.058555704,9.047134366,-0.932786878,0.359706509,0.576193288,-6.089888057,unchanged
NEK4,0.058519489,5.92960711,0.69080113,0.495951142,0.691823081,-6.284490961,unchanged
NANP,-0.058508246,4.023189125,-0.308779189,0.760006163,0.866893946,-6.476545671,unchanged
CAV3,0.058491365,3.722769777,0.599414977,0.55420205,0.73250838,-6.343481559,unchanged
MTMR14,0.058481262,6.47517069,0.929731219,0.361256435,0.577422348,-6.092685753,unchanged
GTSF1,-0.058474898,2.728181326,-0.733769964,0.46980354,0.669265103,-6.253973949,unchanged
ZNF430,-0.058471226,5.596967469,-0.884308943,0.384817987,0.597246152,-6.133260469,unchanged
PCDHA4,-0.058471165,4.452685404,-0.64195985,0.526646938,0.713466983,-6.317024069,unchanged
TRIM33,-0.058463853,5.514346004,-0.651097448,0.520826846,0.709136488,-6.311112633,unchanged
C2orf48,-0.058416591,2.673679707,-0.519452838,0.607939155,0.769993734,-6.388427093,unchanged
NOX3,-0.058393093,2.235270694,-0.9520241,0.350050619,0.567005731,-6.072078569,unchanged
HCST,0.058378136,6.609657108,0.61406811,0.544627701,0.725749533,-6.334567741,unchanged
GAL3ST2,0.05836786,5.342725198,0.68200487,0.501403783,0.695507716,-6.290519871,unchanged
KIAA1239,-0.058357199,2.301843998,-0.790273441,0.436679382,0.641742921,-6.211166603,unchanged
RSPO4,-0.058353854,2.784630836,-0.887362698,0.383203323,0.596148537,-6.130592333,unchanged
SP8,-0.058353399,8.646944123,-1.076108289,0.291987158,0.510252392,-5.949154936,unchanged
FAM48B2,0.058348992,3.02767796,0.437343783,0.665555479,0.807928474,-6.428026111,unchanged
CD300A,0.058319166,4.274070806,0.661384739,0.514316712,0.704491848,-6.304360821,unchanged
ANKRD45,-0.058308291,6.660661596,-1.072281899,0.293668958,0.512161712,-5.953151475,unchanged
C16orf80,-0.058294079,7.891100548,-0.865497311,0.394861589,0.606346222,-6.149505924,unchanged
STXBP5,-0.058293603,6.371217752,-0.588393575,0.561460543,0.738206464,-6.350048278,unchanged
SLC6A9,-0.058288179,6.163118878,-0.266820031,0.791760518,0.886164262,-6.488791111,unchanged
TMEM218,-0.05828478,5.90516829,-0.471976367,0.64097036,0.791412016,-6.412137632,unchanged
CPT1C,0.05825471,5.70283919,0.481253364,0.634453544,0.786987747,-6.407679668,unchanged
TBX21,0.058249579,2.755402557,0.503803566,0.618738198,0.777738547,-6.396488512,unchanged
SLC35A4,-0.058228955,6.740250315,-0.805081616,0.428239552,0.635142762,-6.199448183,unchanged
GNG11,0.058220292,7.469789121,0.19313973,0.848384539,0.919913292,-6.50599409,unchanged
DNAH9,0.058208973,3.07135369,0.658577554,0.516088732,0.705982633,-6.30621339,unchanged
DROSHA,-0.058198917,6.817930435,-0.863367789,0.396009049,0.607476976,-6.151324237,unchanged
TUBB1,-0.058188572,3.016317105,-0.536493039,0.596282584,0.762635146,-6.37937486,unchanged
PARVB,0.058188219,5.885507706,0.411653495,0.684044042,0.820744054,-6.439041944,unchanged
FGF20,0.058176918,2.252675429,0.549376872,0.587541467,0.756869155,-6.372341121,unchanged
CMPK1,0.058138381,8.727915744,1.207772176,0.238252987,0.454031017,-5.803825524,unchanged
DBT,-0.058137081,3.401578323,-0.386802723,0.70212166,0.83245288,-6.449071785,unchanged
NDUFS4,-0.058101168,7.75752396,-0.626015734,0.536886073,0.720476205,-6.327145213,unchanged
PCNP,0.058089819,9.34634514,0.686788123,0.498434565,0.693080602,-6.287250682,unchanged
COQ5,-0.058082541,7.086063348,-0.676119359,0.505070816,0.697973576,-6.294512208,unchanged
HHATL,-0.058065636,4.593446771,-0.779630498,0.442807548,0.646865954,-6.219461069,unchanged
FAM120C,0.058050731,4.28758813,0.693998738,0.493977345,0.689738564,-6.28228091,unchanged
APOM,-0.058038508,4.615664133,-0.695237552,0.493213856,0.689323859,-6.281422055,unchanged
C6orf10,0.058027458,2.805174417,0.916683771,0.367924369,0.583600086,-6.104535295,unchanged
MMP25,0.058020143,4.4488108,0.725768642,0.474610589,0.673645248,-6.259790398,unchanged
ZNF460,0.058014727,6.306156561,0.840111026,0.408679166,0.618375183,-6.170907224,unchanged
PIGF,0.058004405,6.939981067,0.75228325,0.458791098,0.660904275,-6.240282054,unchanged
C9orf100,-0.057996922,3.785904437,-0.69051872,0.496125681,0.691823081,-6.284685679,unchanged
PDCD1,0.057942116,7.274887094,1.024589129,0.315209738,0.535037702,-6.001871908,unchanged
DDX24,0.057934617,8.774747805,0.664621599,0.512277633,0.702936816,-6.302215251,unchanged
HAUS6,-0.057932768,4.905976821,-0.717484436,0.479617625,0.678146556,-6.265748061,unchanged
APH1B,-0.05792465,6.478993025,-0.614005811,0.544668222,0.725749533,-6.334606081,unchanged
ZNF75A,0.057918381,4.581681167,0.497783255,0.622916155,0.779872237,-6.399525415,unchanged
GYG1,-0.057916909,8.458805519,-0.496916251,0.623518901,0.780230231,-6.399959821,unchanged
NCKIPSD,-0.057882876,7.320799934,-0.813885897,0.423269618,0.630638115,-6.19238306,unchanged
TRDMT1,-0.057868893,4.740940797,-0.875411873,0.389547379,0.601550897,-6.140984784,unchanged
CPSF4L,-0.05781884,4.114103848,-0.948332782,0.3518898,0.568478799,-6.075522157,unchanged
C16orf7,0.057809618,9.992205055,0.95592516,0.348113972,0.564973109,-6.068425799,unchanged
SLC22A12,-0.057792591,4.078594392,-0.467903065,0.643841069,0.793431697,-6.414068089,unchanged
CASP7,-0.057775767,5.294223633,-0.306893868,0.761424265,0.867841602,-6.477133922,unchanged
SLC22A17,0.057747524,7.939720302,0.750190201,0.460028392,0.662105731,-6.241846368,unchanged
ARIH1,-0.057724683,7.141661974,-0.802841854,0.429509599,0.635894533,-6.201233877,unchanged
CS,-0.057698833,8.788825614,-0.832483105,0.412889942,0.621754272,-6.177220202,unchanged
PDE2A,0.057696864,6.222761265,0.47913653,0.63593794,0.788266361,-6.408704393,unchanged
ZNF10,-0.057685109,5.465154051,-0.592597802,0.558685973,0.735671237,-6.347557311,unchanged
PUS7L,-0.057681568,3.360484342,-0.551127691,0.586358478,0.755613432,-6.37137271,unchanged
SELV,-0.057671404,2.56951615,-0.707582858,0.485642095,0.682939973,-6.272782757,unchanged
MAP1LC3B,-0.057661978,9.222953634,-0.629213484,0.534824035,0.719378734,-6.325135078,unchanged
HTR3B,-0.057656542,2.726713635,-0.914825682,0.368880519,0.584724948,-6.106210063,unchanged
PGM5,0.057613746,4.974938763,0.259217003,0.797555653,0.889805956,-6.490820079,unchanged
MYBPC2,-0.057613466,2.848592196,-0.401807452,0.691184319,0.82506405,-6.443089556,unchanged
LHX4,0.057596571,2.695403533,0.680841255,0.502127599,0.695912829,-6.291311834,unchanged
OR1I1,0.057565975,2.444796012,0.803985841,0.428860617,0.635523913,-6.200322402,unchanged
TEKT1,-0.057544183,2.70737685,-0.628617099,0.535208287,0.719502625,-6.325510724,unchanged
TSPAN19,-0.057522161,2.148587283,-0.83464427,0.411694175,0.621169413,-6.175437117,unchanged
ADPRHL1,-0.057504066,5.663443222,-0.760773991,0.453792167,0.65601697,-6.233893508,unchanged
JMJD5,0.057503186,7.07603609,0.629903888,0.534379392,0.719143385,-6.324699782,unchanged
CHUK,-0.057469312,5.509232878,-0.668748872,0.509684126,0.701426737,-6.299464805,unchanged
TRIM31,-0.057461512,3.251756208,-0.540333155,0.593670669,0.760770367,-6.377295459,unchanged
C20orf106,0.057443128,2.231391866,0.577346279,0.568784686,0.743733413,-6.35651146,unchanged
EPS15L1,0.057429078,6.211795831,0.76311916,0.452417206,0.655235623,-6.232116908,unchanged
DEFB131,0.057418056,2.204675163,0.86420201,0.395559287,0.60703911,-6.150612432,unchanged
MYO10,-0.057415997,6.424394629,-0.66635835,0.511185401,0.702166507,-6.301059869,unchanged
TUBGCP2,-0.057392375,7.051685246,-0.629812827,0.534438027,0.719143385,-6.324757222,unchanged
MOBP,-0.057362566,2.759822162,-0.602754211,0.552012534,0.731203236,-6.341468621,unchanged
C9orf86,-0.057353627,7.928469702,-0.647927242,0.522842089,0.710617928,-6.313172703,unchanged
ZNF202,0.057332688,4.283796696,0.498782997,0.62222146,0.779464777,-6.39902358,unchanged
PCDHB5,0.057277069,4.961672616,0.244149917,0.8090747,0.896526489,-6.494668539,unchanged
CDC25A,-0.057261203,4.630821341,-0.591457674,0.5594377,0.736333027,-6.348234531,unchanged
C1orf129,0.057257427,2.15845567,1.273815071,0.214253896,0.427379836,-5.725315725,unchanged
CSTL1,-0.057227871,2.555685645,-0.418408214,0.679162779,0.817595795,-6.436209247,unchanged
NXN,-0.057203615,6.657511334,-0.512860745,0.612477291,0.772765427,-6.391852312,unchanged
PPP3R2,0.057187652,2.438584458,0.670740694,0.50843511,0.700330502,-6.298131562,unchanged
TMIGD1,-0.057178129,2.079891227,-0.990951888,0.331049235,0.550767231,-6.035008286,unchanged
CSN3,-0.057157479,3.076671309,-0.63097036,0.533692936,0.718584434,-6.324026469,unchanged
IQCF3,0.057142371,3.30137305,0.60493878,0.550582565,0.730135587,-6.340145855,unchanged
HDAC6,-0.057133698,6.156830236,-1.10659067,0.278834181,0.497504552,-5.916855078,unchanged
ST18,0.057132375,3.369479777,0.931381234,0.360418945,0.576765928,-6.091176098,unchanged
LNX2,-0.057100899,6.36967845,-0.431431815,0.669791641,0.810772963,-6.430619319,unchanged
KRT36,0.057047417,4.063599067,0.677688449,0.504091715,0.697533783,-6.293451102,unchanged
SNX11,-0.057040481,6.913957207,-0.801477338,0.430284476,0.636531555,-6.202319448,unchanged
ACTA2,0.057032452,9.188583083,0.170191684,0.866206783,0.930257999,-6.51023002,unchanged
RBM43,-0.057006478,6.33001732,-0.372447906,0.712646865,0.838223488,-6.454584334,unchanged
MYBBP1A,-0.057005436,6.686360829,-0.896295474,0.378505438,0.592493751,-6.12273802,unchanged
LTA4H,-0.056974551,8.282491697,-0.378656432,0.708087394,0.835468494,-6.452225417,unchanged
CEBPZ,-0.056970199,6.760834069,-0.833635203,0.412252218,0.621435605,-6.176270199,unchanged
CMTM7,-0.056944209,8.907045284,-0.560933499,0.579754643,0.751098926,-6.365893379,unchanged
HELQ,0.056895802,5.318435161,1.095358246,0.283630383,0.502301794,-5.928852554,unchanged
CDK2,0.056884549,6.33334013,0.668260789,0.509990449,0.701426737,-6.299790923,unchanged
P2RY1,0.056867348,4.180003111,0.297562316,0.768455702,0.872222898,-6.479992864,unchanged
MTL5,-0.056854648,2.079157161,-1.522040047,0.140343609,0.334277483,-5.398170293,unchanged
C15orf43,-0.05684959,2.214050841,-0.705390676,0.486981743,0.684030807,-6.274327526,unchanged
JARID2,0.056829618,6.950992566,0.670300783,0.50871082,0.700579663,-6.29842635,unchanged
GPR137B,0.056806273,7.677202692,0.651923548,0.520302406,0.708683625,-6.310574219,unchanged
MRPL20,-0.056800056,7.50555019,-0.837018703,0.41038292,0.61974741,-6.173473035,unchanged
C1orf55,0.05679154,7.497829377,0.666475628,0.511111692,0.702166507,-6.300981745,unchanged
KCNK18,-0.056772102,2.176866834,-0.890181436,0.381716832,0.595049604,-6.128121874,unchanged
PRKDC,-0.056760932,6.797905465,-0.577213851,0.568872776,0.74374154,-6.356588213,unchanged
SBDS,-0.056748059,9.764911527,-0.744076676,0.463653678,0.664862727,-6.246391665,unchanged
HBEGF,-0.05673237,5.180925777,-0.220088187,0.82756054,0.907118322,-6.500338811,unchanged
PNKD,-0.056725459,7.020110959,-0.82904269,0.41479801,0.623397807,-6.180049719,unchanged
PLA2G12B,-0.056725216,2.561878669,-0.603610984,0.55145148,0.730833948,-6.340950395,unchanged
